Timestamp,Order_ID,Product_Category,Region,Assigned_Facility,Production_Line,Forecasted_Demand,Actual_Order_Qty,Workforce_Required,Workforce_Deployed,Schedule_Status,Operator_Override_Flag,Machine_Temperature_C,Machine_Vibration_Hz,Predicted_Time_To_Failure_Hrs,Machine_OEE_Pct,Raw_Material_Inventory_Units,Inventory_Threshold,Procurement_Action,Live_Supplier_Quote_USD,Grid_Pricing_Period,Energy_Consumed_kWh,Carbon_Emissions_kg,Carbon_Cost_Penalty_USD
2024-06-11 10:00:00,ORD-101949,Galaxy S Smartphone,Malaysia (SEA),Noida Plant (India) - Primary,Line 3 (Heavy Duty),5046,7569,150,150,Rerouted,0,75.14903199903283,47.88421069004698,316.16281597820483,88.70379374256228,154657,20000,None,0.0,Off-Peak,3784,1513.6000000000001,0.0
2024-06-11 12:00:00,ORD-101950,Galaxy Tab,Japan,Gumi (Korea) - Primary,Line 3 (Heavy Duty),837,1255,80,80,Rerouted,0,78.54120400374076,47.656231203766914,375.36124125354405,89.60176846693963,73693,20000,None,0.0,Off-Peak,627,250.8,0.0
2024-06-11 14:00:00,ORD-101951,Neo QLED TV,China,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),1122,1122,80,80,On-Time,0,74.85133911972896,48.42180121022112,421.8408816891531,94.55548765586705,41175,20000,None,0.0,Peak,561,224.4,84.15
2024-06-11 16:00:00,ORD-101952,Galaxy S Smartphone,Australia/NZ,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),5512,5512,150,150,On-Time,0,75.6934622065726,50.22234428375084,436.47963118496705,92.39769953219577,149145,20000,None,0.0,Peak,2756,1102.4,413.4
2024-06-11 18:00:00,ORD-101953,Galaxy Tab,China,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),887,887,80,80,On-Time,0,70.33219968438924,51.250471942569106,464.90788420396666,91.38660227592972,72806,20000,None,0.0,Peak,443,177.20000000000002,66.45
2024-06-11 20:00:00,ORD-101954,Galaxy Tab,Middle East,Noida Plant (India) - Primary,Line 1 (High Speed),1088,1088,80,80,On-Time,0,73.25062299305718,49.59510102299099,327.7350625114622,93.68719840821055,71718,20000,None,0.0,Peak,544,217.60000000000002,81.6
2024-06-11 22:00:00,ORD-101955,EcoBubble Washing Machine,USA,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),353,353,80,80,On-Time,0,74.994014636737,54.51351000313919,417.66630952477624,88.9320340500985,129286,20000,None,0.0,Off-Peak,882,352.8,0.0
2024-06-12 00:00:00,ORD-101956,Neo QLED TV,India,Noida Plant (India) - Primary,Line 1 (High Speed),807,807,80,80,On-Time,0,75.9069538800859,41.305696751414864,392.441064549762,96.34512509991954,40368,20000,None,0.0,Off-Peak,403,161.20000000000002,0.0
2024-06-12 02:00:00,ORD-101957,EcoBubble Washing Machine,Africa,Gumi (Korea) - Primary,Line 2 (Standard),640,640,80,72,Delayed,0,76.72960956325414,47.22317389949656,383.1379848925867,95.2706918729267,128646,20000,None,0.0,Off-Peak,1600,640.0,0.0
2024-06-12 04:00:00,ORD-101958,Galaxy Tab,Africa,Noida Plant (India) - Primary,Line 3 (Heavy Duty),1055,1055,80,72,Delayed,0,75.41646501751822,52.36866716176492,432.02159458172724,88.42506896402281,70663,20000,None,0.0,Off-Peak,527,210.8,0.0
2024-06-12 06:00:00,ORD-101959,Galaxy A Smartphone,Korea,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),5541,5541,150,150,On-Time,0,70.93763007433313,49.72428693270923,338.3429079294348,92.09847772771802,94957,20000,None,0.0,Off-Peak,2770,1108.0,0.0
2024-06-12 08:00:00,ORD-101960,EcoBubble Washing Machine,Middle East,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),758,758,80,80,On-Time,0,73.7141923255753,47.39448966251457,420.3470945687769,92.57101409575547,127888,20000,None,0.0,Off-Peak,1895,758.0,0.0
2024-06-12 10:00:00,ORD-101961,Bespoke Refrigerator,Japan,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),1127,1127,80,80,On-Time,0,76.17762127285954,46.47321261137477,450.3427257031625,88.7656631078562,166342,20000,None,0.0,Off-Peak,2817,1126.8,0.0
2024-06-12 12:00:00,ORD-101962,Neo QLED TV,Europe,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),1023,1023,80,80,On-Time,0,75.5794393989014,51.61643690121522,486.27563853923533,90.5196576208777,39345,20000,None,0.0,Off-Peak,511,204.4,0.0
2024-06-12 14:00:00,ORD-101963,Neo QLED TV,Korea,Noida Plant (India) - Primary,Line 1 (High Speed),1217,1217,80,80,On-Time,0,77.52391673252768,49.751726547603134,492.653985873695,92.94341155819517,38128,20000,None,0.0,Peak,608,243.20000000000002,91.2
2024-06-12 16:00:00,ORD-101964,Galaxy Tab,Korea,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),1225,1225,80,72,Delayed,0,77.18185182919395,49.170625412651106,339.9459118838359,90.33504613223617,69438,20000,None,0.0,Peak,612,244.8,91.8
2024-06-12 18:00:00,ORD-101965,Galaxy S Smartphone,Japan,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),5616,5616,150,150,On-Time,0,78.31108002621274,50.02149699791036,300.4339303230064,97.19956700088193,143529,20000,None,0.0,Peak,2808,1123.2,421.2
2024-06-12 20:00:00,ORD-101966,Galaxy S Smartphone,China,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),5465,5465,150,150,On-Time,0,77.38098952139767,47.63241626465396,363.9685467325068,88.08792453492458,138064,20000,None,0.0,Peak,2732,1092.8,409.8
2024-06-12 22:00:00,ORD-101967,Galaxy A Smartphone,Korea,Gumi (Korea) - Primary,Line 3 (Heavy Duty),5540,5540,150,150,On-Time,0,78.76347021920485,48.6381052631243,458.08808093000243,92.98260929745373,89417,20000,None,0.0,Off-Peak,2770,1108.0,0.0
2024-06-13 00:00:00,ORD-101968,EcoBubble Washing Machine,India,Queretaro (Mexico) - Partner,Line 2 (Standard),705,705,80,72,Delayed,0,73.24370570027781,50.888198572559084,387.01720030526917,90.7425552275452,127183,20000,None,0.0,Off-Peak,1762,704.8000000000001,0.0
2024-06-13 02:00:00,ORD-101969,Bespoke Refrigerator,USA,Gumi (Korea) - Primary,Line 1 (High Speed),985,985,80,80,On-Time,0,75.15509616588444,52.90707131848499,398.46569279671485,88.83266132009321,165357,20000,None,0.0,Off-Peak,2462,984.8000000000001,0.0
2024-06-13 04:00:00,ORD-101970,Galaxy S Smartphone,Korea,Noida Plant (India) - Primary,Line 3 (Heavy Duty),5021,5021,150,135,Delayed,0,78.19558839735471,45.990476583030954,390.8261198586005,93.45339309329151,133043,20000,None,0.0,Off-Peak,2510,1004.0,0.0
2024-06-13 06:00:00,ORD-101971,EcoBubble Washing Machine,Korea,Noida Plant (India) - Primary,Line 1 (High Speed),1205,1205,80,80,On-Time,0,73.15320400361975,48.95564857014115,497.5568820450404,95.02663158972628,125978,20000,None,0.0,Off-Peak,3012,1204.8,0.0
2024-06-13 08:00:00,ORD-101972,Bespoke Refrigerator,Japan,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),1251,1876,80,72,Rerouted,0,73.13090440277145,49.363944504638816,325.2590378820145,94.49545608863825,163481,20000,None,0.0,Off-Peak,4690,1876.0,0.0
2024-06-13 10:00:00,ORD-101973,Galaxy S Smartphone,Malaysia (SEA),Noida Plant (India) - Primary,Line 3 (Heavy Duty),5538,5538,150,150,On-Time,0,71.78268357443851,51.79231477093091,321.7848020491249,96.69167681416083,127505,20000,None,0.0,Off-Peak,2769,1107.6000000000001,0.0
2024-06-13 12:00:00,ORD-101974,Galaxy S Smartphone,Korea,Noida Plant (India) - Primary,Line 2 (Standard),5629,5629,150,150,On-Time,0,71.06548266114768,50.413082216746865,370.6562549641929,94.44268388502458,121876,20000,None,0.0,Off-Peak,2814,1125.6000000000001,0.0
2024-06-13 14:00:00,ORD-101975,Galaxy S Smartphone,Australia/NZ,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),5602,5602,150,150,On-Time,0,71.42263746279772,54.464778277331526,445.53940404571875,97.18296837124055,116274,20000,None,0.0,Peak,2801,1120.4,420.15
2024-06-13 16:00:00,ORD-101976,Galaxy S Smartphone,Malaysia (SEA),Noida Plant (India) - Primary,Line 3 (Heavy Duty),5437,5437,150,150,On-Time,0,74.68099821816034,48.43740426781222,471.6986625370515,92.26206538040556,110837,20000,None,0.0,Peak,2718,1087.2,407.7
2024-06-13 18:00:00,ORD-101977,Neo QLED TV,Africa,Queretaro (Mexico) - Partner,Line 1 (High Speed),1194,1194,80,80,On-Time,0,72.42218871548954,52.35543648583843,314.8767353881032,92.1009878570457,36934,20000,None,0.0,Peak,597,238.8,89.55
2024-06-13 20:00:00,ORD-101978,Galaxy S Smartphone,Middle East,Gumi (Korea) - Primary,Line 1 (High Speed),5661,5661,150,150,On-Time,0,75.63323156378908,44.77255380244781,386.614897910439,89.95542218851182,105176,20000,None,0.0,Peak,2830,1132.0,424.5
2024-06-13 22:00:00,ORD-101979,Galaxy S Smartphone,Malaysia (SEA),Noida Plant (India) - Primary,Line 3 (Heavy Duty),5373,5373,150,150,On-Time,0,76.11335102097219,50.018829936852605,315.04929825693864,89.65352811257377,99803,20000,None,0.0,Off-Peak,2686,1074.4,0.0
2024-06-14 00:00:00,ORD-101980,Galaxy S Smartphone,Korea,Gumi (Korea) - Primary,Line 1 (High Speed),5416,5416,150,150,On-Time,0,75.2958112665771,47.991317207185325,482.13062069813316,88.90430756411428,94387,20000,None,0.0,Off-Peak,2708,1083.2,0.0
2024-06-14 02:00:00,ORD-101981,Galaxy A Smartphone,India,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),5316,5316,150,150,On-Time,0,79.29499458752724,43.95783736405365,485.4686161556457,93.39463035839618,84101,20000,None,0.0,Off-Peak,2658,1063.2,0.0
2024-06-14 04:00:00,ORD-101982,Galaxy A Smartphone,Africa,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),5490,5490,150,150,On-Time,0,76.38915819917719,54.616700130176,493.459616540302,91.08630405826328,78611,20000,None,0.0,Off-Peak,2745,1098.0,0.0
2024-06-14 06:00:00,ORD-101983,Galaxy A Smartphone,Malaysia (SEA),Gumi (Korea) - Primary,Line 2 (Standard),5010,5010,150,150,On-Time,0,72.64760431242826,51.37012285841271,363.1292481400763,90.38044919499447,73601,20000,None,0.0,Off-Peak,2505,1002.0,0.0
2024-06-14 08:00:00,ORD-101984,Galaxy Tab,Middle East,Gumi (Korea) - Primary,Line 1 (High Speed),1273,1273,80,80,On-Time,0,73.24144774378647,53.708388983132075,364.9097074785167,95.11800645323507,68165,20000,None,0.0,Off-Peak,636,254.4,0.0
2024-06-14 10:00:00,ORD-101985,Galaxy A Smartphone,Japan,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),5469,5469,150,135,Delayed,0,73.77915070166426,53.72390538785108,411.55680910485086,96.91454650640085,68132,20000,None,0.0,Off-Peak,2734,1093.6000000000001,0.0
2024-06-14 12:00:00,ORD-101986,Neo QLED TV,Malaysia (SEA),Foxconn (Taiwan) - Partner Overflow,Line 1 (High Speed),963,963,80,80,On-Time,0,76.08540544606268,52.84948714856839,439.80969043793425,94.70184454265488,35971,20000,None,0.0,Off-Peak,481,192.4,0.0
2024-06-14 14:00:00,ORD-101987,Neo QLED TV,USA,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),1186,1186,80,80,On-Time,1,74.81492304532034,46.06969900648238,456.85348225039684,88.13172417692189,34785,20000,None,0.0,Peak,593,237.20000000000002,88.95
2024-06-14 16:00:00,ORD-101988,Galaxy A Smartphone,China,Gumi (Korea) - Primary,Line 3 (Heavy Duty),5275,5275,150,150,On-Time,0,75.31720558020827,50.89452545789202,320.05167785680084,93.55183055239343,62857,20000,None,0.0,Peak,2637,1054.8,395.55
2024-06-14 18:00:00,ORD-101989,Bespoke Refrigerator,Australia/NZ,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),1026,1026,80,80,On-Time,0,74.87822968293993,45.23438308402845,352.3023501074342,91.97161090399894,162455,20000,None,0.0,Peak,2565,1026.0,384.75
2024-06-14 20:00:00,ORD-101990,Galaxy A Smartphone,Africa,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),5630,5630,150,150,On-Time,0,72.44013636574186,55.06201451275186,365.7276665860012,94.99715629290392,57227,20000,None,0.0,Peak,2815,1126.0,422.25
2024-06-14 22:00:00,ORD-101991,Neo QLED TV,Korea,Gumi (Korea) - Primary,Line 2 (Standard),1379,1379,80,80,On-Time,0,73.05403982720424,49.70673548459116,353.0733645487069,95.63148905593722,33406,20000,None,0.0,Off-Peak,689,275.6,0.0
2024-06-15 00:00:00,ORD-101992,Galaxy A Smartphone,China,Gumi (Korea) - Primary,Line 2 (Standard),5624,5624,150,135,Delayed,0,72.20281412208413,49.73205371981725,463.34336869351483,96.6611617831042,51603,20000,None,0.0,Off-Peak,2812,1124.8,0.0
2024-06-15 02:00:00,ORD-101993,Galaxy S Smartphone,Korea,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),5460,5460,150,150,On-Time,0,76.69503091710068,49.69103005639678,490.3863789077998,97.27246473711801,88927,20000,None,0.0,Off-Peak,2730,1092.0,0.0
2024-06-15 04:00:00,ORD-101994,Galaxy Tab,China,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),713,713,80,80,On-Time,0,74.10380001474373,53.22660339568632,387.5797662083967,94.48039629567586,67452,20000,None,0.0,Off-Peak,356,142.4,0.0
2024-06-15 06:00:00,ORD-101995,Galaxy S Smartphone,Australia/NZ,Foxconn (Taiwan) - Partner Overflow,Line 1 (High Speed),5366,5366,150,135,Delayed,0,73.51342684364334,47.7608332233704,366.37137115272276,95.10887003014577,83561,20000,None,0.0,Off-Peak,2683,1073.2,0.0
2024-06-15 08:00:00,ORD-101996,Galaxy S Smartphone,Malaysia (SEA),Noida Plant (India) - Primary,Line 2 (Standard),5594,5594,150,150,On-Time,0,74.39807596183181,51.27594029715074,370.4028894752892,92.86521313058581,77967,20000,None,0.0,Off-Peak,2797,1118.8,0.0
2024-06-15 10:00:00,ORD-101997,Galaxy Tab,Japan,Gumi (Korea) - Primary,Line 3 (Heavy Duty),987,987,80,80,On-Time,0,75.59767950350899,49.68299901469067,468.72761344894366,97.34916517055694,66465,20000,None,0.0,Off-Peak,493,197.20000000000002,0.0
2024-06-15 12:00:00,ORD-101998,Neo QLED TV,Korea,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),1369,1369,80,80,On-Time,0,76.92198236098503,46.89744190638511,454.0476912300267,93.25741210790959,32037,20000,None,0.0,Off-Peak,684,273.6,0.0
2024-06-15 14:00:00,ORD-101999,Galaxy S Smartphone,India,Gumi (Korea) - Primary,Line 3 (Heavy Duty),5578,5578,150,150,On-Time,0,76.908325917255,46.80340666031509,446.7734433925609,93.16065392962965,72389,20000,None,0.0,Peak,2789,1115.6000000000001,418.35
2024-06-15 16:00:00,ORD-102000,Bespoke Refrigerator,Japan,Gumi (Korea) - Primary,Line 3 (Heavy Duty),1445,1445,80,80,On-Time,0,72.27403953904053,50.172887175458385,338.39821015520425,88.86518225440767,161010,20000,None,0.0,Peak,3612,1444.8000000000002,541.8
2024-06-15 18:00:00,ORD-102001,Bespoke Refrigerator,Korea,Noida Plant (India) - Primary,Line 1 (High Speed),915,915,80,72,Delayed,0,74.13306827503024,51.71527938917406,396.57066269872934,95.6211382568431,160095,20000,None,0.0,Peak,2287,914.8000000000001,343.05
2024-06-15 20:00:00,ORD-102002,Galaxy Tab,Malaysia (SEA),Noida Plant (India) - Primary,Line 2 (Standard),1259,1259,80,80,On-Time,0,75.88169140006454,47.972585944013346,393.05238045351757,92.65415230105788,65206,20000,None,0.0,Peak,629,251.60000000000002,94.35
2024-06-15 22:00:00,ORD-102003,Neo QLED TV,Japan,Noida Plant (India) - Primary,Line 1 (High Speed),1467,1467,80,80,On-Time,0,76.80384100934349,57.29537714390213,323.42115328487387,88.21374837497767,30570,20000,None,0.0,Off-Peak,733,293.2,0.0
2024-06-16 00:00:00,ORD-102004,Galaxy Tab,Australia/NZ,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),1122,1122,80,72,Delayed,0,79.64478495663782,51.383395191804276,492.2544077734187,88.27890414197373,64084,20000,None,0.0,Off-Peak,561,224.4,0.0
2024-06-16 02:00:00,ORD-102005,Galaxy A Smartphone,Europe,Gumi (Korea) - Primary,Line 2 (Standard),5432,8148,150,150,Rerouted,0,76.47248761677479,50.39672721445833,434.40058522208767,93.29239813784817,43455,20000,None,0.0,Off-Peak,4074,1629.6000000000001,0.0
2024-06-16 04:00:00,ORD-102006,Bespoke Refrigerator,Middle East,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),1219,1219,80,80,On-Time,0,75.35262649232065,55.75653582139043,350.73418995738535,92.22218223728386,158876,20000,None,0.0,Off-Peak,3047,1218.8,0.0
2024-06-16 06:00:00,ORD-102007,Galaxy S Smartphone,India,Queretaro (Mexico) - Partner,Line 1 (High Speed),5459,5459,150,150,On-Time,0,75.67232479323017,48.96411090972712,495.5534413272717,97.30044904341126,66930,20000,None,0.0,Off-Peak,2729,1091.6000000000001,0.0
2024-06-16 08:00:00,ORD-102008,Galaxy S Smartphone,Africa,Noida Plant (India) - Primary,Line 3 (Heavy Duty),5205,5205,150,150,On-Time,0,72.94499322804812,46.492500070749614,414.05902285255905,94.98215755627292,61725,20000,None,0.0,Off-Peak,2602,1040.8,0.0
2024-06-16 10:00:00,ORD-102009,Galaxy A Smartphone,Korea,Foxconn (Taiwan) - Partner Overflow,Line 2 (Standard),5367,5367,150,120,Delayed,0,76.7278203165814,50.45860792951968,475.7499182233989,94.43872709347352,38088,20000,None,0.0,Off-Peak,2683,1073.2,0.0
2024-06-16 12:00:00,ORD-102010,Galaxy S Smartphone,Malaysia (SEA),Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),5517,5517,150,150,On-Time,0,75.59145526198239,52.75545067834229,371.6625600151554,88.14577363890609,56208,20000,None,0.0,Off-Peak,2758,1103.2,0.0
2024-06-16 14:00:00,ORD-102011,Galaxy Tab,China,Noida Plant (India) - Primary,Line 1 (High Speed),1072,1072,80,80,On-Time,0,75.15514369091701,55.73003891425754,309.5565886667771,94.14848268307075,63012,20000,None,0.0,Peak,536,214.4,80.4
2024-06-16 16:00:00,ORD-102012,Galaxy S Smartphone,Africa,Noida Plant (India) - Primary,Line 3 (Heavy Duty),5550,5550,150,120,Delayed,0,72.6766241128731,49.243968874744375,414.9759253015304,89.65439680063388,50658,20000,None,0.0,Peak,2775,1110.0,416.25
2024-06-16 18:00:00,ORD-102013,Neo QLED TV,China,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),1296,1296,80,64,Delayed,0,75.92184253300323,47.393578459963095,383.3833955515816,89.44102659912599,29274,20000,None,0.0,Peak,648,259.2,97.2
2024-06-16 20:00:00,ORD-102014,Bespoke Refrigerator,Australia/NZ,Gumi (Korea) - Primary,Line 2 (Standard),1710,1710,80,72,Delayed,0,74.24906935681983,51.9869898027246,324.06487515076464,93.30497974405327,157166,20000,None,0.0,Peak,4275,1710.0,641.25
2024-06-16 22:00:00,ORD-102015,Galaxy A Smartphone,Korea,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),5582,5582,150,135,Delayed,0,75.34580177896916,46.36973225564307,366.05109289080644,94.89562858792557,32506,20000,None,0.0,Off-Peak,2791,1116.4,0.0
2024-06-17 00:00:00,ORD-102016,Neo QLED TV,India,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),1017,1017,80,80,On-Time,0,77.91753347305563,49.53031722454209,313.6439996923448,97.40020902618699,28257,20000,None,0.0,Off-Peak,508,203.20000000000002,0.0
2024-06-17 02:00:00,ORD-102017,EcoBubble Washing Machine,Australia/NZ,Noida Plant (India) - Primary,Line 1 (High Speed),1440,1440,80,80,On-Time,0,73.56732014583963,50.48629670827654,343.3254791406432,89.80686752333396,124538,20000,None,0.0,Off-Peak,3600,1440.0,0.0
2024-06-17 04:00:00,ORD-102018,Galaxy Tab,Malaysia (SEA),Noida Plant (India) - Primary,Line 1 (High Speed),1036,1036,80,80,On-Time,0,76.96690979863573,49.35314905238169,413.08929573252567,92.54165356825614,61976,20000,None,0.0,Off-Peak,518,207.20000000000002,0.0
2024-06-17 06:00:00,ORD-102019,Galaxy S Smartphone,USA,Gumi (Korea) - Primary,Line 3 (Heavy Duty),5091,5091,150,150,On-Time,0,72.07750558776195,52.7481199426345,320.5413198691663,93.06944976129498,45567,20000,None,0.0,Off-Peak,2545,1018.0,0.0
2024-06-17 08:00:00,ORD-102020,Neo QLED TV,USA,Gumi (Korea) - Primary,Line 3 (Heavy Duty),972,1458,80,80,Rerouted,0,73.40570900563954,50.69956425180326,467.58493031579906,94.3033205067577,26799,20000,None,0.0,Off-Peak,729,291.6,0.0
2024-06-17 10:00:00,ORD-102021,EcoBubble Washing Machine,India,Noida Plant (India) - Primary,Line 1 (High Speed),1112,1112,80,80,On-Time,0,74.31726181569593,50.98873812055622,453.5609990676919,92.96166337060657,123426,20000,None,0.0,Off-Peak,2780,1112.0,0.0
2024-06-17 12:00:00,ORD-102022,Galaxy A Smartphone,USA,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),5294,5294,150,135,Delayed,0,76.27392501756057,51.74741917389632,465.2037608795861,92.99434735001971,27212,20000,None,0.0,Off-Peak,2647,1058.8,0.0
2024-06-17 14:00:00,ORD-102023,Galaxy S Smartphone,Australia/NZ,Noida Plant (India) - Primary,Line 1 (High Speed),5535,5535,150,150,On-Time,0,77.65215362861977,52.336150280011786,442.7749359281073,95.50745521458937,40032,20000,None,0.0,Peak,2767,1106.8,415.05
2024-06-17 16:00:00,ORD-102024,Galaxy S Smartphone,Japan,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),5556,5556,150,150,On-Time,0,71.95139766009724,47.8067131070989,377.96941299692025,90.3738151241624,34476,20000,None,0.0,Peak,2778,1111.2,416.7
2024-06-17 18:00:00,ORD-102025,Galaxy S Smartphone,USA,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),5445,5445,150,150,On-Time,0,72.53368417239557,48.11379173204938,333.0539459588477,94.81744004235888,29031,20000,None,0.0,Peak,2722,1088.8,408.3
2024-06-17 20:00:00,ORD-102026,EcoBubble Washing Machine,Malaysia (SEA),Noida Plant (India) - Primary,Line 1 (High Speed),1171,1171,80,80,On-Time,0,78.31936795317364,51.81133012698906,328.47254293789985,90.03636360870047,122255,20000,None,0.0,Peak,2927,1170.8,439.05
2024-06-17 22:00:00,ORD-102027,Galaxy S Smartphone,Japan,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),5535,5535,150,150,On-Time,0,75.22141566945498,51.38121155532408,465.09740747264016,95.68834139131641,23496,20000,None,0.0,Off-Peak,2767,1106.8,0.0
2024-06-18 00:00:00,ORD-102028,Galaxy Tab,India,Noida Plant (India) - Primary,Line 2 (Standard),1032,1032,80,80,On-Time,0,71.89036919819117,52.730762867867185,367.4043770206765,90.13855273052046,60944,20000,None,0.0,Off-Peak,516,206.4,0.0
2024-06-18 02:00:00,ORD-102029,Bespoke Refrigerator,USA,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),1073,1073,80,64,Delayed,0,78.2539409916216,51.20030669503798,408.8176767164318,96.59143385837228,156093,20000,None,0.0,Off-Peak,2682,1072.8,0.0
2024-06-18 04:00:00,ORD-102030,Galaxy Tab,USA,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),878,878,80,80,On-Time,0,75.01294177206948,48.754215266366224,485.2655495469871,95.2643074937915,60066,20000,None,0.0,Off-Peak,439,175.60000000000002,0.0
2024-06-18 06:00:00,ORD-102031,EcoBubble Washing Machine,Africa,Noida Plant (India) - Primary,Line 1 (High Speed),994,994,80,64,Delayed,1,74.69702393100647,44.58101880096627,394.0055970582617,96.28548016387889,121261,20000,None,0.0,Off-Peak,2485,994.0,0.0
2024-06-18 08:00:00,ORD-102032,Bespoke Refrigerator,Europe,Noida Plant (India) - Primary,Line 2 (Standard),1462,1462,80,80,On-Time,0,75.39696955141035,50.631973515656334,366.8261312666785,92.28080198845991,154631,20000,None,0.0,Off-Peak,3655,1462.0,0.0
2024-06-18 10:00:00,ORD-102033,Galaxy A Smartphone,China,Gumi (Korea) - Primary,Line 3 (Heavy Duty),5370,5370,150,150,On-Time,0,74.48417552719344,51.580047802048114,467.3395336444391,95.81460443996751,21842,20000,None,0.0,Off-Peak,2685,1074.0,0.0
2024-06-18 12:00:00,ORD-102034,EcoBubble Washing Machine,Middle East,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),997,997,80,64,Delayed,0,76.96106214068689,48.11953513531586,414.65580553716507,92.83047587126815,120264,20000,None,0.0,Off-Peak,2492,996.8000000000001,0.0
2024-06-18 14:00:00,ORD-102035,Galaxy S Smartphone,Middle East,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),5473,5473,150,150,On-Time,0,71.96334622711457,50.41354711848123,467.49808254982133,93.51068036784413,18023,20000,Auto-Ordered via API,5.14,Peak,2736,1094.4,410.4
2024-06-18 16:00:00,ORD-102036,Neo QLED TV,Japan,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),1585,1585,80,80,On-Time,0,77.04999880886106,49.01757534476463,423.89439635498445,95.25980152681116,25214,20000,None,0.0,Peak,792,316.8,118.8
2024-06-18 18:00:00,ORD-102037,Galaxy S Smartphone,USA,Gumi (Korea) - Primary,Line 2 (Standard),5173,5173,150,150,On-Time,0,74.45447529403856,52.48830621701929,472.26686471747126,97.85962526718367,162850,20000,None,0.0,Peak,2586,1034.4,387.9
2024-06-18 20:00:00,ORD-102038,Neo QLED TV,Middle East,Gumi (Korea) - Primary,Line 1 (High Speed),931,931,80,80,On-Time,0,77.55073291233354,47.70556628949602,443.53774880195226,94.04786589198694,24283,20000,None,0.0,Peak,465,186.0,69.75
2024-06-18 22:00:00,ORD-102039,Galaxy Tab,Middle East,Queretaro (Mexico) - Partner,Line 1 (High Speed),965,965,80,80,On-Time,0,72.4983452835361,49.96033093096911,325.0191714800879,96.80821157088846,59101,20000,None,0.0,Off-Peak,482,192.8,0.0
2024-06-19 00:00:00,ORD-102040,Galaxy S Smartphone,Korea,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),5360,5360,150,150,On-Time,0,77.05888541618188,49.45279968207468,457.9372781992003,93.90545976737269,157490,20000,None,0.0,Off-Peak,2680,1072.0,0.0
2024-06-19 02:00:00,ORD-102041,Galaxy A Smartphone,Europe,Gumi (Korea) - Primary,Line 2 (Standard),5148,5148,150,150,On-Time,0,74.9930652799018,46.702325873271846,326.8565396533434,96.23740452807326,16694,20000,Auto-Ordered via API,5.17,Off-Peak,2574,1029.6000000000001,0.0
2024-06-19 04:00:00,ORD-102042,Galaxy Tab,Middle East,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),1140,1140,80,80,On-Time,0,76.5841395471542,51.147263928246716,401.08441289373695,90.7340938653106,57961,20000,None,0.0,Off-Peak,570,228.0,0.0
2024-06-19 06:00:00,ORD-102043,Galaxy S Smartphone,China,Noida Plant (India) - Primary,Line 3 (Heavy Duty),5307,5307,150,150,On-Time,0,75.00918672553617,43.94807670515482,439.8292959827491,91.96126044325831,152183,20000,None,0.0,Off-Peak,2653,1061.2,0.0
2024-06-19 08:00:00,ORD-102044,Galaxy A Smartphone,Japan,Noida Plant (India) - Primary,Line 3 (Heavy Duty),5141,5141,150,150,On-Time,0,78.11774046858079,46.52894176872279,402.0471509032827,88.62112082856835,161553,20000,None,0.0,Off-Peak,2570,1028.0,0.0
